stop_id,stop_code,stop_name,stop_lat,stop_lon
4833,,Mangol Pur Khurd,28.699967,77.094383
4834,,Mangolpuri Y Block,28.702717,77.089517
4835,,Budh Vihar,28.704333,77.086917
4836,,Krishna Vihar,28.70965,77.081117
4837,,Brahm Shakti Hospital,28.7125,77.0805
4838,,Pooth Kalan,28.714233,77.076917
4839,,Rohini Sec 20/21 More,28.7155,77.0743
4840,,Rohini Sec-21,28.7187,77.0696
4841,,Begumpur,28.7217,77.06495
4842,,Rajiv Nagar,28.724767,77.058683
4843,,Rama Vihar,28.728583,77.045817
4844,,Karala School,28.730681,77.039664
4845,,Karala Village,28.7315,77.037
4846,,Karala Village,28.7314,77.0328
4847,,Desu Office,28.613575,76.979586
4848,,Shiv Vihar Bheem Chowk,28.7333,77.025
4849,,Radha Swami Satsang,28.73384,77.0208
4850,,Shivam Plywood,28.7352,77.0125833333333
4851,,Kanjhawla Chowk,28.737911,77.00692
4852,,Nirmal Hospital,28.738428,77.004399
4853,,Ladpur Village,28.73949,76.997517
4854,,S Vivekanand S,28.74238366,76.98624513
4855,,Jonti Crossing,28.74615,76.978217
4856,,Jounti,28.75294228,76.97249386
4857,,Tatesar Village,28.613575,76.979586
4858,,Tatesar Gurukul,28.758855,76.967482
4859,,Punjab Khor Village,28.77775,76.961383
4860,,Jat Khor,28.79547384,76.96148988
4861,,Qutab Garh,28.80832184,76.96756436
4862,,Katevara Xing,28.8022776413709,76.9630047306418
4863,,Jawahar N Schl,28.82743244,76.98632625
4864,,Mangesh Pur,28.81903123,76.97537807
4865,,Auchandi Bordr,28.82894111,76.98825412
4866,,Azadpur Metro station,28.7072833333333,77.18085
4867,,Shalimar Bagh Richi Rich,28.70135,77.16376
4868,,Prem Bari Pul,28.6999,77.1583
4869,,Wazirpur DTC Depot / Netaji Subhash Palace,28.69382,77.151015
4870,,Mangol Pur Khurd,28.700133,77.094333
4871,,Avantika Xing,28.6984666666667,77.0970166666667
4872,,Mangol Puri D Block,28.70215,77.09065
4873,,Rohini Sec-23 Pkt-C Crossing,28.714233,77.076917
4874,,Rohini Sec-18,28.7179665,77.0709335
4875,,Karala Village,28.731583,77.036983
4876,,Karala School,28.7308,77.0398
4877,,LADPUR,28.738428,77.004399
4878,,S. VIVEKANAND SCHOOL,28.742289,76.991308
4879,,Jonti Village,28.753289,76.971848
4880,,JAT KHOR,28.790588,76.96257685
4881,,Birla Mill,28.6794316666667,77.2002883333334
4882,,Karol Bagh Metro Station,28.6442,77.189
4883,,Harmilap Mission,28.69542,77.1882233333333
4884,,GTK Bypass / Mukraba Chowk,28.732567,77.152
4885,,Rohini Sec 18 Block,28.73598,77.137533
4886,,Rohini Sector-18,28.74441549,77.13057068
4887,,Rohini Sector-16,28.74388,77.1263983333333
4888,,Rohini Sector-16 X-Ing,28.7441366666667,77.1206
4889,,Shahbad Bank,28.7452583333333,77.11097
4890,,DSIDC Sec-1 Bawana,28.79447,77.0364866666667
4891,,Bawana JJ Colony A-Block,28.803285,77.0423333333333
4892,,Bawana JJ Colony KL- Block,28.8089516666667,77.0524
4893,,Britannia Chowk Shakurpur,28.684284,77.147583
4894,,Wazirpur Depot / Subhash Place Depot,28.69485,77.15485
4895,,Delhi Engg College Shahbad,28.744996,77.117151
4896,,Dsidc Sec-1 Bawana,28.80543836,77.05687022
4897,,Bawana Jj Colony,28.74462227,77.13065909
4898,,Narela Jj Colony G-7 Pkt,28.74464656,77.13061426
4899,,Har Milap Mission,28.6975,77.1864
4900,,Harijan Basti,28.7047835,77.1811835
4901,,Sarai Pipal Thala,28.7206,77.1671
4902,,Udyog Nagar,28.67995,77.0895
4903,,Badli X-ing,28.7356577325,77.14832485
4904,,Haider Pur Water Work,28.738748465,77.1446497
4905,,Rohini Sec-18,28.738748465,77.1446497
4906,,Rohini Sec-17 Crossing,28.7412282325,77.13051235
4907,,St. Xaviour School,28.7455791666666,77.104735
4908,,Shahbad Dairy A Block,28.7459,77.0985
4909,,Sultan Pur Crossing / Poothkhurd,28.767867,77.049417
4910,,MRB Hospital,28.7744418272704,77.0488624505296
4911,,DSIDC Sec-1 (Bawana),28.78585,77.0414
4912,,DSIDC Office (Bawana),28.7910255,77.0384885
4913,,Roop Nagar (GT Road),28.682636,77.197448
4914,,Pwd Office,28.8012,77.138967
4915,,Bakauli Crossing,28.80389618,77.14268961
4916,,Palla Xing,28.8029921147972,77.1425398159772
4917,,Jaipur G Trapt,28.8096193922684,77.1548308711499
4918,,Bakhtawar Pur Primary School,28.825933,77.174667
4919,,Bakhtawar Pur,28.8217202201486,77.1702017728239
4920,,Bakhtawar Pur Garhi,28.82955,77.178633
4921,,Akbar Pur Majra Crossing,28.832525,77.179075
4922,,Akbar P Majra,28.8194182,77.16704449
4923,,Taj Pur More,28.81950706,77.16712096
4924,,Shalimar Bagh A Block,28.704881,77.169817
4925,,Shalimar Bagh BA Block,28.708611,77.161601
4926,,Shalimar Bagh AE Block,28.708444,77.166393
4927,,Shalimar Bagh Community Centre,28.7155783333333,77.1567266666667
4928,,Shalimar Bagh BH Block,28.715233,77.156869
4929,,Shalimar Bagh Desu Colony,28.718695,77.158424
4930,,Shalimar Village,28.73057595,77.12216275
4931,,Ayurvedic Hospital,28.73057595,77.12216275
4932,,Haider Pur Village,28.73057595,77.12216275
4933,,Roop Nagar / Kamla Nagar,28.6842833333333,77.2023166666667
4934,,Maurice Nagar II,28.68655,77.2057333333333
4935,,Khalsa College,28.694883,77.209683
4936,,Nangli Poona More,28.771708,77.142899
4937,,Sunder Bagh,28.771905,77.1324235
4938,,Khera Garhi,28.772102,77.121948
4939,,Khera Kalan School,28.771903,77.117675
4940,,Khera Khurd Nahar Crossing,28.773761,77.09241
4941,,Mann School,28.793447,77.095545
4942,,Holambi Khurd,28.799721,77.096011
4943,,Holambi Kalan Terminal,28.801883,77.096003
4944,,Alipur Village GT Road,28.796783,77.139433
4945,,Bakauli Vill,28.816655119881,77.1387324202806
4946,,Hamid Pur,28.8256308808923,77.1465451084077
4947,,Mori Gate Terminal,28.666517,77.225883
4948,,Rohini Sec 15 Sdr Cly,28.73859935,77.13605474
4949,,Rohini Sec 15,28.729285,77.1317566666667
4950,,Rohini Sec-11 (Aggarwal Sabha),28.734383,77.115333
4951,,Sahabad Daulatpur Village,28.7455840827897,77.1025425475091
4952,,Bakauli Village,28.811949,77.136329
4953,,Khampur Village,28.824805,77.13183
4954,,Tikri Khurd Crossing / AMPC,28.836177,77.12839
4955,,Singhola Crossing,28.840692,77.127563
4956,,Singhu Village Crossing,28.85455,77.12487
4957,,Singhu Border GT Road,28.85663,77.12452
4958,,Ramjan P V X,28.8161366666667,77.1742433333333
4959,,Mohammadpur Village,28.536717,77.139933
4960,,Hiranki,28.80017,77.1791733333333
4961,,Harmilap Ashram,28.6921445466578,77.1907728072256
4962,,Jahangir Puri,28.72783947,77.16133074
4963,,Alipur Block,28.79366193,77.14018171
4964,,Padhmini Enclave,28.5498,77.2038
4965,,Tikri Khurd,28.835878,77.1238
4966,,Taj Pur Kalan,28.826765161939,77.1736365929246
4967,,S.Bhagat Singh Marg,28.63375,77.211
4968,,Begumpur (Malviya Nagar),28.536667,77.209583
4969,,Malviya Nagar,28.535406,77.208553
4970,,Chowki No 2 / Gulabi Bagh Crossing,28.6769833333333,77.1889
4971,,Bharat Nagar Crossing,28.680844,77.184579
4972,,Bharat Nagar,28.6806,77.1799
4973,,Nimri Colony,28.68105,77.17585
4974,,Wazir Pur JJ Colony,28.6821,77.170133
4975,,Ashok Vihar I Block,28.6853,77.169
4976,,H Block Ashok Vihar Phase 2,28.6853,77.169
4977,,Deep Market,28.6907295,77.169841
4978,,Ashok Vihar B Block,28.696159,77.170682
4979,,Satyawati College,28.69505,77.17952
4980,,B2 Block Ashok Vihar Ph II,28.693274,77.177899
4981,,Kali Bari Marg,28.630641,77.198066
4982,,Laxmi Narayan Temple,28.63365,77.200033
4983,,PS Mandir Marg,28.638783,77.20345
4984,,Panchkuian Road,28.640283,77.206933
4985,,Ram Prastha Temple,28.6632,77.3202
4986,,Jhilmil Xing,28.6761,77.3174
4987,,Dilshad Garden Terminal,28.67604962,77.32141288
4988,,Dilshad Garden School,28.6808,77.3136
4989,,GTB Hospital,28.6855,77.3104
4990,,GTB Hospital Xing,28.6893,77.3075
4991,,Nand Nagari Terminal,28.691652,77.310555
4992,,Nand Nagari E-Block,28.693817,77.3139
4993,,Gagan Cinema Wazirabad Road,28.697617,77.316867
4994,,Yamuna Vihar Brijpuri,28.702633,77.2737
4995,,Gurudwara Nanak Sar,28.710233,77.241367
4996,,Wazirabad Crossing,28.711467,77.228167
4997,,Gopal Pur Xing,28.7218883,77.2167862
4998,,Gopal Pur / Jagat Pur Crossing,28.71911,77.22326
4999,,Gandhi Vihar,28.7221,77.2161333333333
5000,,CV Raman ITI,28.726517,77.204483
5001,,Burari X-Ing,28.7287064502016,77.1970264613628
5002,,Mukund Pur Chowk,28.7324,77.183583
5003,,Jahangir Puri Outer Ring Road,28.73425,77.17645
5004,,Jag Jivan Ram Hospital,28.73575,77.172517
5005,,Bhalaswa X-Ing,28.737405189313,77.1668019052595
5006,,Outer Ring Road Makbara Chowk,28.737233,77.160283
5007,,Nand Nagari Depot,28.698896,77.306292
5008,,Wajirabad Crossing,28.70988729,77.22688317
5009,,Burari Crossing,28.728567,77.199267
5010,,Mukand Pur More,28.7362939165905,77.1705157589167
5011,,Bhalaswa Crossing,28.737565,77.168286
5012,,Rohini Sector-16 Xing,28.7050045235083,77.2557239234448
5013,,IP College,28.67961,77.22396
5014,,Rohini Sec 18,28.73892,77.135888
5015,,Rohini Sec. 17,28.74468924,77.13166958
5016,,Pooth Khurd village,28.74448895,77.1304444
5017,,DSIDC Sec 1 (Bawana),28.79145168,77.03870844
5018,,DSIDC Office Bawana,28.7804,77.044017
5019,,Bawana School,28.7712666666667,77.049775
5020,,DSIDC Sec 1,28.7712666666667,77.049775
5021,,Harewali Xing,28.8151586567983,77.0080054085702
5022,,Auchandi Village,28.82149,76.99493
5023,,Auchandi Border,28.828984,76.988165
5024,,Jawahar Navodya School,28.613575,76.979586
5025,,Katewara Village,28.805048,76.976832
5026,,Bakhtawar Pur School,28.814533,77.161217
5027,,Ajmeri Gate / Kamla Market,28.643383,77.225733
5028,,JLN Marg,28.64205,77.228333
5029,,Turkman Gate / G B Pant Hosipatal,28.6417,77.2333
5030,,Delite Cinema,28.6412,77.2352
5031,,Subhash Park,28.649317,77.23935
5032,,Red Fort,28.6577,77.2371
5033,,Alipur Cpwd Office,28.79880044,77.13917456
5034,,Alipur Garhi,28.8087984414806,77.1273315300547
5035,,Minda Farm,28.79584,77.11041
5036,,Holambi Jj Cly,28.80926963,77.09860285
5037,,Prem Nagar,28.5036,77.2801
5038,,Shakti Nagar Nangia Park,28.68035,77.196233
5039,,Khera Khurd School,28.771905,77.1324235
5040,,Khera Garhi,28.771904,77.12504925
5041,,Holambi Khurd,28.799903,77.096104
5042,,Pitampura JD Block,28.70185,77.13455
5043,,Karala Crossing,28.73144,77.03198
5044,,S. Vivekanand School,28.7427365,76.9879835
5045,,Jonti Crossing,28.745983,76.97845
5046,,Jounti Village (Shivalaya),28.745983,76.97845
5047,,Jounti Border,28.745983,76.97845
5048,,GPO,28.6634215,77.228612
5049,,Tees Hazari,28.667103,77.218499
5050,,Delhi Flour Mill,28.669035,77.204663
5051,,Mata Mandir Roshanara Road,28.6703675,77.2026815
5052,,Shakti Nagar Chowk,28.6799158333333,77.1997941666667
5053,,Gurudwara Nanak Piou,28.6910452610665,77.1913205460472
5054,,State Bank Colony,28.6682077610665,77.1858430460472
5055,,Jahangir Puri Gt Road,28.72081735,77.16666421
5056,,Mcd Office,28.56735347,77.24669504
5057,,Holambi Khurd X,28.80139937,77.13884202
5058,,Babu Jag Jeevan Ram Colony,28.833012,77.093266
5059,,Kurani Mor,28.84066211,77.09063143
5060,,Narela Rly Xing,28.84234254,77.08738707
5061,,Swatantra Ngr,28.84210273,77.08672224
5062,,Maharaja Aggsen Publ Scl,28.83681252,77.08019013
5063,,Vishal Bagh,28.83239635,77.07621162
5064,,Holambi Kalan Crossing,28.809371,77.106979
5065,,DSIDC Narela,28.821359,77.100732
5066,,Muneem Ka Bagh,28.8349409415442,77.0925395600006
5067,,Kureni Village,28.8407198830884,77.0905701200012
5068,,Nizamuddin Railway Station,28.586388,77.253259
5069,,Kali Mata Mandir,28.69741,77.11626
5070,,Bhogal (Jungpura),28.58465,77.249617
5071,,Nizamuddin Extension,28.589233,77.2463
5072,,P S Nizamuddin,28.58316399,77.25089895
5073,,Ishpat Bhawan,28.5924,77.23675
5074,,JLN Stadium (Sunehripulla Depot),28.591833,77.232383
5075,,Dayal Singh College,28.592467,77.228717
5076,,Bharti Nagar,28.536717,77.139933
5077,,Sujan Singh Park,28.536717,77.139933
5078,,Humayun Road Khan Mkt Metro Stn,28.536717,77.139933
5079,,Kotah House,28.536717,77.139933
5080,,Shahjahan Road UPSC,28.6074,77.226933
5081,,AkbarRoad,28.61055,77.226083
5082,,Vigyan Bhawan,28.60999247,77.22218981
5083,,Nirman Bhawan,28.610193,77.217169
5084,,T B Hospital,28.5283,77.1897
5085,,Red Cross Road,28.618035,77.210453
5086,,PS Parliament / Jantar Mantar,28.625216,77.21398
5087,,IIT Gate (Aurobindo Marg),28.54585,77.201967
5088,,Jahangirpuri B Block,28.7293,77.1662
5089,,Shastri Nagar A Block,28.67305,77.186467
5090,,Subhadra Colony,28.6712,77.18405
5091,,Shastri Nagar Metro Station,28.670231,77.181136
5092,,Shastri Nagar Shiv Mandir,28.6717,77.1732
5093,,Inderlok,28.6714,77.1672
5094,,Karala Patshala,28.726567,77.053367
5095,,Kanjhawala Depot (Narela Road),28.727519,77.002541
5096,,Alipur Village GT Road,28.796617,77.1396
5097,,Pwd Office,28.8022,77.1386
5098,,Bakauli crossing,28.81103668,77.13689289
5099,,Bakuli Temple,28.8142266056263,77.140514894867
5100,,Yadav Nagar,28.7350816666667,77.1556466666667
5101,,Badli Railway Staion,28.7453,77.137333
5102,,ISBT Bridge,28.6692730781321,77.2282183217881
5103,,Metro Train Depot,28.673867,77.241633
5104,,Shyam Giri Mandir,28.6741,77.24775
5105,,Shastri Park,28.6726,77.2571
5106,,Dharampura,28.67085,77.262183
5107,,Seelam Pur Petrol Pump,28.672117,77.273467
5108,,Seelampur Gt Road,28.67079189,77.26541497
5109,,Zafrabad School,28.68345,77.275017
5110,,Zafrabad,28.676269,77.271694
5111,,Mauj Pur,28.6891,77.27765
5112,,Babar Pur Ext,28.690796,77.279771
5113,,Shiv Mandir,28.689933,77.28395
5114,,Chhajjupur,28.689543,77.287017
5115,,Jyoti Colony,28.6658019200394,77.2842976147139
5116,,Hardev Puri,28.6907123347312,77.2918079147436
5117,,Sunder Nagari,28.69888069,77.30766933
5118,,Tahir Pur,28.691367,77.324967
5119,,Anand Gram,28.68885,77.3219
5120,,Dlf X-Ing,28.6927493,77.32759892
5121,,Shalimar Garden Crossing,28.6885,77.3303
5122,,New Seema Puri Depot Cluster,28.684844,77.331517
5123,,Bala Sahib Gurudwara,28.5821,77.26555
5124,,Shastri Park DMRC Depot,28.674167,77.243433
5125,,Shyam Giri Mandir,28.67382,77.248024
5126,,Kaithwara,28.64052374,77.25361833
5127,,New Usman Pur Pusta No-1,28.679967,77.256017
5128,,Jagjit Nagar,28.68625,77.25435
5129,,Tisra Pusta,28.64052374,77.25361833
5130,,Kartar Nagar,28.68945,77.25395
5131,,Gamri Ext / Pusta 5,28.695467,77.254783
5132,,Garhi Maidu,28.6999,77.2554
5133,,Harsh Vihar,28.698717,77.321633
5134,,ISBT Bridge,28.6690446503364,77.2282825671056
5135,,Seelampur Metro Station,28.670783,77.265423
5136,,Welcome Metro Station,28.672783,77.27715
5137,,East of Kailash B-Block,28.561917,77.255567
5138,,Jharkhandi,28.6678,77.282
5139,,East Azad Nagar,28.666617,77.2832
5140,,Swaran Takies,28.6638085,77.2855
5141,,Krishna Nagar A Block,28.661,77.2878
5142,,Hans Apartment,28.6582,77.29
5143,,Arjun Nagar,28.6564,77.2915
5144,,Radheypuri,28.654,77.2925
5145,,Gazi Pur SFS Flat,28.56140253,77.34741247
5146,,Kalyan Puri Terminal,28.61515,77.319817
5147,,Super Bazar,28.61335,77.3162
5148,,Chand Cinema,28.61279,77.312844
5149,,Trilokpuri 13-Block,28.612217,77.30605
5150,,Trilok Puri 26 Block,28.612217,77.30605
5151,,36 Block Trilok Puri,28.612217,77.30605
5152,,Mayur Vihar Ph 1 Terminal,28.612217,77.30605
5153,,Vivekanand Marg / Minto Road,28.64155,77.22615
5154,,ISBT Kashmere Gate,28.6667333333333,77.2294
5155,,Seelampur Metro Station,28.670507,77.26573
5156,,Zafrabad,28.676117,77.271317
5157,,Gagan Cinema,28.69545,77.315052
5158,,New Delhi Railway Station Gate 2,28.6418331891737,77.2237425646661
5159,,Seelampur Gt Road,28.6709035603429,77.2677237377376
5160,,Seelam Pur Metro Mall,28.670962,77.268275
5161,,Welcome Colony,28.6711,77.2698
5162,,Shahdara (Shyam Lal College),28.673364,77.283725
5163,,Mansarovar Park Metro Station,28.6759,77.2999
5164,,Jhilmil Crossing / Dilshad Garden GT Road,28.67615,77.311883
5165,,Jhilmil Xing,28.6763,77.3175
5166,,Old Seema Puri,28.680817,77.327867
5167,,Babarpur Ext / Maujpur Crossing,28.690727,77.278602
5168,,Zafrabad  School,28.6837,77.2751165
5169,,Madarsa / Welcome Seelam Pur,28.6783,77.272583
5170,,Model Basti,28.6572,77.2038
5171,,Sat Nagar,28.6582983333333,77.1825266666667
5172,,Sabziwala Chowk,28.6485133333333,77.18409
5173,,Shri Gomaram Chowk,28.6476866666667,77.1837016666667
5174,,RS Satsang,28.644636,77.180918
5175,,Kishan Ganj Dispensary,28.6632,77.2072
5176,,Kishan Ganj Railway Station,28.6632,77.2072
5177,,Kishan Ganj Market (Ganda Nala),28.6632,77.2072
5178,,Kishan Ganj Railway Qrts.,28.5999335,77.2083915
5179,,Sarai Basti,28.536667,77.209583
5180,,Daya Basti,28.6037335,77.1881415
5181,,Inderlok,28.6708,77.1667
5182,,Zakhira Flyover,28.668361,77.165364
5183,,Ashok Park,28.671183,77.15675
5184,,Ram Pura,28.671883,77.153033
5185,,Jai Dev Park,28.672202,77.150509
5186,,Punjabi Bagh Power House,28.672673,77.146921
5187,,Punjabi Bagh Terminal (Rohtak Road),28.67315,77.143517
5188,,Agarsen Hospital,28.674325,77.133885
5189,,SPM College,28.6751,77.1281
5190,,Madipur Village,28.67555,77.125183
5191,,Madipur JJ Colony Metro Station,28.676398,77.118204
5192,,Ordinance Depot,28.6768,77.1148
5193,,Shiva Enclave/ New Multan Nagar,28.6772,77.111767
5194,,Multan Nagar,28.678083,77.105467
5195,,Paschim Vihar Super Bazar (West Metro Station),28.6787166666667,77.1005
5196,,Peera Garhi Depot,28.676017,77.093967
5197,,Peera Garhi Metro Station,28.679667,77.092833
5198,,Inder Enclave,28.680517,77.084083
5199,,Jwala Puri / Nangloi Depot,28.6812,77.078917
5200,,Nangloi JJ Colony 3,28.6817585,77.07385
5201,,Sultan Puri Crossing,28.682317,77.068783
5202,,Nangloi Metro Station,28.613575,76.979586
5203,,Lokesh Cinema Nangloi,28.6822,77.060033
5204,,Nangloi JJ Colony Lokesh Cinema,28.682085,77.058786
5205,,Qamruddin Nagar Terminal,28.68199,77.05392
5206,,Tibiya College,28.6574,77.1947
5207,,Liberty Cinema,28.6599,77.1891
5208,,Anand Parvat Industrial Area,28.664314,77.175758
5209,,Daya Basti Flyover,28.666346,77.169943
5210,,Nangloi Jj Colony 3,28.6602283333333,77.1441133333333
5211,,Rajdhani Park,28.682033,77.047567
5212,,Swarn Park,28.682183,77.040783
5213,,Mundka Xing,28.682267,77.035917
5214,,Mundka Village Metro Station,28.682252,77.029944
5215,,Mundka Industrial Area / Mundka School,28.683367,77.016617
5216,,Mile Stone / Shiv Shankar Dharam Kanta,28.683683,77.011717
5217,,Hiran Kudna Crossing,28.684917,77.001267
5218,,New Usmanpur pusta no-1,28.6809,77.256
5219,,Delhi Police Training School,28.721483,77.258417
5220,,Karawal nagar,28.721483,77.258417
5221,,SBS Colony Karawal Nagar Pusta Road Gali 4,28.721483,77.258417
5222,,Azad Market,28.6647,77.2084
5223,,B Block Mangol Puri,28.690217,77.095183
5224,,E Block Mangol Puri,28.695467,77.095333
5225,,Mangol Puri D - Block,28.6923624,77.09105089
5226,,Mangol Puri P- Block,28.7024563,77.08773167
5227,,S Block Mangol Puri,28.69252,77.082318
5228,,R Block Mangol Puri,28.68952201,77.08205409
5229,,Q Block Mangol Puri Terminal,28.687978,77.091856
5230,,Sant Pura Tilak Nagar,28.638917,77.100467
5231,,Meenakshi Garden,28.64025,77.103933
5232,,Subhash Nagar Crossing / Mukherji Park,28.642283,77.10905
5233,,Tagore Garden Metro Station / Tatarpur,28.6441,77.1136
5234,,Tagore Garden Metro Station / Tatarpur,28.644193,77.113304
5235,,Rajouri Garden,28.648433,77.120783
5236,,Raja Garden,28.6513,77.1266
5237,,Bali Nagar,28.6523,77.129183
5238,,Basai Darapur / Ramesh Nagar,28.653,77.1323
5239,,Kirti Nagar,28.654783,77.136667
5240,,Moti Nagar Market,28.657233,77.14125
5241,,Moti Nagar,28.658867,77.144183
5242,,ESI Dispensary/CGHS Dispensary,28.660583,77.147367
5243,,Campa Cola,28.6628,77.1535
5244,,Swatantra Bharat Mills,28.663528,77.155197
5245,,DCM Chemical,28.665367,77.159933
5246,,Zakhira,28.668,77.164283
5247,,DDA Flats Lucknow Road,28.700902,77.218632
5248,,INMAS,28.703583,77.219917
5249,,CGHC Dispensary,28.706,77.2211
5250,,Education Office (Lucknow Rd),28.706,77.2211
5251,,Timar Pur Qrts,28.7057,77.222133335
5252,,Balak Ram Hospital,28.7054,77.22316667
5253,,Police Station Timarpur,28.70745,77.2244166666667
5254,,Nehru Vihar Xing,28.708883,77.225983
5255,,Dilshad Garden GT Road,28.675883,77.3118
5256,,Nagloi Jj Colony 3,28.6823083333333,77.0606933333333
5257,,Isbt Bridge,28.6669116666667,77.2295
5258,,Shahadra Road,28.6767766666667,77.32209
5259,,JandK Pocket Dilshad Garden,28.6797,77.3247
5260,,Lakkhi Ram Park X,28.71829,77.0704766666667
5261,,Rohini S 22 T,28.7183433333333,77.0703533333333
5262,,Jain Hospital,28.7275866666667,77.049225
5263,,Rss Kanjhawala,28.7340366666667,77.0206383333333
5264,,SDM Court Kanjhawala,28.74049,77.009481
5265,,Gurudwara Rakab Ganj,28.6185,77.206
5266,,Super Bazar Conn. Place,28.62916776,77.220891455
5267,,Barakhamba Metro Station,28.6297,77.2252
5268,,Modern School,28.6278,77.2285
5269,,Sawarthya Vihar,28.639417,77.29195
5270,,Hargovind Enclave,28.645667,77.300467
5271,,Amar Joyti Hospital,28.645667,77.300467
5272,,Shanti Vihar,28.645667,77.300467
5273,,AGCR Enclave,28.645667,77.300467
5274,,DDA Flats Kakarduma,28.6482335,77.3030335
5275,,Saini Enclave,28.6508,77.3056
5276,,Jagriti Enclave,28.6534,77.3088
5277,,Anand Vihar,28.6583886947483,77.3106204438955
5278,,Ram Vihar,28.6575167672709,77.3105264827609
5279,,Yamuna Sports Complex,28.659983,77.311733
5280,,Yojana Vihar,28.65965,77.315183
5281,,Mausam Vihar,28.6593912122771,77.3183946590871
5282,,Ram Prastha Crossing,28.660717,77.319917
5283,,Police Post Dilshad Garden,28.6797,77.3247
5284,,Govt School Dilshad Garden,28.67787481,77.32305644
5285,,Gandhi Darshan,28.636983,77.247267
5286,,Indira Gandhi Stadium,28.6328,77.2472
5287,,Laxmi Nagar Metro Station,28.630967,77.277767
5288,,Ganesh Nagar,28.621017,77.285233
5289,,Patparganj Xing,28.6164,77.2881
5290,,P S Pandav Nagar,28.6147,77.2903
5291,,Shashi Garden Xing,28.6136,77.2941
5292,,ITI Khichiripur,28.6128,77.2976
5293,,Kotla Village,28.6132,77.302
5294,,New Rajdhani Enclave,28.642483,77.29635
5295,,KarKarDooma Crossing,28.643217,77.297317
5296,,Govt Press Kali Mandir,28.636308,77.225156
5297,,TELCO Gazipur,28.6409,77.3154
5298,,DDU Marg Railway Colony,28.634285,77.228675
5299,,Govt Sr Sec School DDU Marg,28.632829,77.231727
5300,,Bal Bhawan DDU Marg,28.629071,77.237739
5301,,Lalita Park,28.632,77.27065
5302,,Ramesh Park,28.635617,77.26965
5303,,Kishan Kunj,28.63902919,77.26932148
5304,,SDM Office,28.647081095,77.27146074
5305,,St. Lawrence School,28.65235,77.269317
5306,,Geeta Colony Block 5,28.653217,77.271333
5307,,Geeta Colony,28.6551,77.273567
5308,,Lal Quarter,28.6655574106996,77.274176205376
5309,,Krishna Nagar,28.6724478213993,77.276119410752
5310,,Kanti Nagar Extension,28.6708,77.2806
5311,,Shahdara Terminal,28.6745,77.28685
5312,,Dhaula Kuan,28.598683,77.1632
5313,,Satya Niketan,28.587833,77.170333
5314,,Satya Niketan / Gurudwara Moti Bagh,28.584933,77.172517
5315,,Moti Bagh Gurudawara Nanakpura,28.5848,77.1722
5316,,South Moti Bagh (Ring Road),28.581667,77.174083
5317,,R K Puram Sec 12,28.5757335,77.1800415
5318,,Hyatt Hotel (GAIL),28.5698,77.186
5319,,Nauroji Nagar,28.536717,77.139933
5320,,SJ Hospital,28.536717,77.139933
5321,,AIIMS Ring Road,28.536717,77.139933
5322,,South Extension,28.536717,77.139933
5323,,South Extn Kotla Petrol Pump,28.536717,77.139933
5324,,Andrews Ganj,28.565967,77.22965
5325,,Nizampur Village,28.717778,76.961366
5326,,Vanasthali Public School,28.714765,76.969734
5327,,PG DAV College / Sri Niwaspuri,28.5674,77.252883
5328,,Nehru Nagar,28.568283,77.253917
5329,,Maharani Bagh (Ashram),28.574941,77.262217
5330,,Tol Bridge Corner,28.574941,77.262217
5331,,Yamuna Bridge West,28.574941,77.262217
5332,,DND Border Toll Bridge Plaza,28.574941,77.262217
5333,,BHEL Power Station,28.574941,77.262217
5334,,Noida Depot,28.574941,77.262217
5335,,RajniGandha Chowk,28.577516645,77.29224844
5336,,Noida Sec-19B,28.58009229,77.32227988
5337,,Noida Sec-24 Chowk,28.58009229,77.32227988
5338,,Noida Sec-26 Market,28.58009229,77.32227988
5339,,Noida Sec-28,28.57074741,77.334846175
5340,,Noida Sector-28/29,28.5697866666667,77.3274666666667
5341,,Shashi Chowk,28.56140253,77.34741247
5342,,Noida Sec-36,28.56140253,77.34741247
5343,,Noida Degree College,28.56140253,77.34741247
5344,,Noida City Center Metro Station Sec-32,28.56140253,77.34741247
5345,,Noida Sec-35-51,28.56140253,77.34741247
5346,,Sarfabad Xing Sec-52,28.56140253,77.34741247
5347,,Noida Sec-71,28.56140253,77.34741247
5348,,Noida Sec-60-71 Sai Mandir,28.56140253,77.34741247
5349,,Mamura Village West Corner,28.56140253,77.34741247
5350,,RO App- Sec-62-64 Noida,28.56140253,77.34741247
5351,,Forist Hospital,28.56140253,77.34741247
5352,,Neelkanth Apptt-Sec-62,28.56140253,77.34741247
5353,,Noida Sec-62 (Eletronic City),28.56140253,77.34741247
5354,,Malik Pur Vill,28.69674777,77.21017666
5355,,Tagore Park,28.69674777,77.21017666
5356,,Dhaka Village,28.706538,77.20454
5357,,Bhai Parmanand Colony,28.7103,77.2072
5358,,Mukharji Nagar Tank,28.7105,77.2112
5359,,Mukharji Nagar Xing,28.709,77.2138
5360,,Indra Vihar,28.70608,77.21208
5361,,BBM Cluster Depot,28.703583,77.210683
5362,,Sewa Kutir,28.702162,77.209581
5363,,GTB Nagar / Haqiqat Nagar,28.699167,77.20805
5364,,Purana Chandrawal,28.694534,77.222716
5365,,Majnu Ka Tilla,28.69679,77.225513
